locus_tag	ftype	length_bp	gene	EC_number	COG	product
OPGKPABH_03852	CDS	2193	sinH			intimin-like inverse autotransporter SinH
OPGKPABH_03853	CDS	222	yfgJ		COG1645	putative protein YfgJ
OPGKPABH_03854	CDS	1473	der			GTPase Der
OPGKPABH_03855	CDS	1179	bamB		COG1520	Outer membrane protein assembly factor BamB
OPGKPABH_03856	CDS	621	yfgM		COG2976	Ancillary SecYEG translocon subunit
OPGKPABH_03857	CDS	1275	hisS	6.1.1.21		Histidine--tRNA ligase
OPGKPABH_03858	CDS	1119	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
OPGKPABH_03859	CDS	1005	rodZ		COG1426	Cytoskeleton protein RodZ
OPGKPABH_03860	CDS	1167	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
OPGKPABH_03861	CDS	432	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
OPGKPABH_03862	CDS	1080	napF_2			Ferredoxin-type protein NapF
OPGKPABH_03863	CDS	630	dmsB_3		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
OPGKPABH_03864	CDS	2379	dmsA_2	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
OPGKPABH_03865	CDS	2316	pbpC		COG4953	Penicillin-binding protein 1C
OPGKPABH_03866	CDS	4935	yfhM		COG2373	Alpha-2-macroglobulin
OPGKPABH_03867	CDS	843	sseA_2	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
OPGKPABH_03868	CDS	225				hypothetical protein
OPGKPABH_03869	CDS	669				hypothetical protein
OPGKPABH_03870	CDS	777				hypothetical protein
OPGKPABH_03871	CDS	180				hypothetical protein
OPGKPABH_03872	CDS	1284	pepB	3.4.11.23		Peptidase B
OPGKPABH_03873	CDS	201	iscX		COG2975	Protein IscX
OPGKPABH_03874	CDS	336	fdx		COG0633	2Fe-2S ferredoxin
OPGKPABH_03875	CDS	1851	hscA		COG0443	Chaperone protein HscA
OPGKPABH_03876	CDS	516	hscB		COG1076	Co-chaperone protein HscB
OPGKPABH_03877	CDS	324	iscA		COG0316	Iron-binding protein IscA
OPGKPABH_03878	CDS	387	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
OPGKPABH_03879	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
OPGKPABH_03880	CDS	513	iscR		COG1959	HTH-type transcriptional regulator IscR
OPGKPABH_03881	CDS	732	trmJ	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
OPGKPABH_03882	CDS	804	suhB	3.1.3.25		Nus factor SuhB
OPGKPABH_03883	CDS	879			COG1073	putative protein
OPGKPABH_03884	CDS	1044	asrA			Anaerobic sulfite reductase subunit A
OPGKPABH_03885	CDS	819	asrB			Anaerobic sulfite reductase subunit B
OPGKPABH_03886	CDS	1014	asrC	1.8.1.-		Anaerobic sulfite reductase subunit C
OPGKPABH_03887	CDS	987				hypothetical protein
OPGKPABH_03888	CDS	639				hypothetical protein
OPGKPABH_03889	CDS	1278				hypothetical protein
OPGKPABH_03890	CDS	1140	hcaT		COG2814	putative 3-phenylpropionic acid transporter
OPGKPABH_03891	CDS	1254	glyA	2.1.2.1		Serine hydroxymethyltransferase
OPGKPABH_03892	CDS	1191	hmp	1.14.12.17		Flavohemoprotein
OPGKPABH_03893	CDS	1542	cadC		COG3710	Transcriptional activator CadC
OPGKPABH_03894	CDS	1332	cadB		COG0531	Cadaverine/lysine antiporter
OPGKPABH_03895	CDS	2145	cadA	4.1.1.18	COG1982	Inducible lysine decarboxylase
OPGKPABH_03896	CDS	1461	dtpC		COG3104	Dipeptide and tripeptide permease C
OPGKPABH_03897	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II 1
OPGKPABH_03898	CDS	1338	glrR		COG2204	Transcriptional regulatory protein GlrR
OPGKPABH_03899	CDS	765	qseG		COG3170	Quorum-sensing regulator protein G
OPGKPABH_03900	CDS	1386	qseE	2.7.13.3	COG2205	Sensor histidine kinase QseE
OPGKPABH_03901	CDS	3888	purL	6.3.5.3		Phosphoribosylformylglycinamidine synthase
OPGKPABH_03902	CDS	1545	mltF_2	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
OPGKPABH_03903	CDS	519	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
OPGKPABH_03904	CDS	636	pgpC	3.1.3.27	COG0560	Phosphatidylglycerophosphatase C
OPGKPABH_03905	CDS	1362	murP			PTS system MurNAc-GlcNAc-specific EIIBC component
OPGKPABH_03906	CDS	894	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
OPGKPABH_03907	CDS	849	murR		COG1737	HTH-type transcriptional regulator MurR
OPGKPABH_03908	CDS	918	panE_2	1.1.1.169		2-dehydropantoate 2-reductase
OPGKPABH_03909	CDS	1197			COG2223	L-lactate transporter
OPGKPABH_03910	CDS	927	hdfR_1			HTH-type transcriptional regulator HdfR
OPGKPABH_03911	CDS	261	yfhL		COG1145	Ferredoxin YfhL
OPGKPABH_03912	CDS	381	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
OPGKPABH_03913	CDS	732	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
OPGKPABH_03914	CDS	729	recO		COG1381	DNA repair protein RecO
OPGKPABH_03915	CDS	906	era		COG1159	GTPase Era
OPGKPABH_03916	CDS	738	rnc	3.1.26.3	COG0571	Ribonuclease 3
OPGKPABH_03917	CDS	975	lepB	3.4.21.89	COG0681	Signal peptidase I
OPGKPABH_03918	CDS	1800	lepA	3.6.5.-	COG0481	Elongation factor 4
OPGKPABH_03919	CDS	1470	gogB			type III secretion effector GogB
OPGKPABH_03920	CDS	474	sarA			Salmonella anti-inflammatory response activator
OPGKPABH_03921	CDS	186				hypothetical protein
OPGKPABH_03922	tRNA	75				tRNA-Lys(ttt)
OPGKPABH_03923	CDS	885	shiR			HTH-type transcriptional regulator ShiR
OPGKPABH_03924	CDS	159				hypothetical protein
OPGKPABH_03925	CDS	1257	xapB		COG2211	Xanthosine permease
OPGKPABH_03926	CDS	834	xapA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 2
OPGKPABH_03927	CDS	762				hypothetical protein
OPGKPABH_03928	CDS	888	oxyR_3		COG0583	DNA-binding transcriptional dual regulator OxyR
OPGKPABH_03929	CDS	999				hypothetical protein
OPGKPABH_03930	CDS	219				hypothetical protein
OPGKPABH_03931	CDS	2016	ligA	6.5.1.2	COG0272	DNA ligase
OPGKPABH_03932	CDS	987	zipA		COG3115	Cell division protein ZipA
OPGKPABH_03933	CDS	762	cysZ		COG2981	Sulfate transporter CysZ
OPGKPABH_03934	CDS	972	cysK	2.5.1.47		Cysteine synthase A
OPGKPABH_03935	CDS	258	ptsH_2		COG1925	Phosphocarrier protein HPr
OPGKPABH_03936	CDS	1728	ptsI			phosphoenolpyruvate--protein phosphotransferase PtsI
OPGKPABH_03937	CDS	510	crr		COG2190	PTS system glucose-specific EIIA component
OPGKPABH_03938	CDS	240				hypothetical protein
OPGKPABH_03939	CDS	867	pdxK	2.7.1.35		Pyridoxine/pyridoxal/pyridoxamine kinase
OPGKPABH_03940	CDS	1293	ptsJ			Vitamin B6 salvage pathway transcriptional repressor PtsJ
OPGKPABH_03941	CDS	720				hypothetical protein
OPGKPABH_03942	CDS	363				hypothetical protein
OPGKPABH_03943	CDS	279				hypothetical protein
OPGKPABH_03944	CDS	912	cysM	2.5.1.47		Cysteine synthase B
OPGKPABH_03945	CDS	1098	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
OPGKPABH_03946	CDS	876	cysW		COG4208	Sulfate transport system permease protein CysW
OPGKPABH_03947	CDS	834	cysT		COG0555	Sulfate transport system permease protein CysT
OPGKPABH_03948	CDS	1017	cysP		COG4150	Thiosulfate-binding protein
OPGKPABH_03949	CDS	792	ucpA	1.-.-.-	COG1028	Oxidoreductase UcpA
OPGKPABH_03950	CDS	900	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
OPGKPABH_03951	CDS	576	yfeY			putative protein YfeY
OPGKPABH_03952	CDS	450	yfeZ			Inner membrane protein YfeZ
OPGKPABH_03953	CDS	426	ypeA	2.3.1.-		Acetyltransferase YpeA
OPGKPABH_03954	CDS	870	amiA	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiA
OPGKPABH_03955	CDS	900	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
OPGKPABH_03956	CDS	672				hypothetical protein
OPGKPABH_03957	CDS	1053	eutR			HTH-type DNA-binding transcriptional activator EutR
OPGKPABH_03958	CDS	495	eutK			Bacterial microcompartment shell protein EutK
OPGKPABH_03959	CDS	660	eutL			Bacterial microcompartment shell protein EutL
OPGKPABH_03960	CDS	897	eutC	4.3.1.7		Ethanolamine ammonia-lyase small subunit
OPGKPABH_03961	CDS	1362	eutB	4.3.1.7		Ethanolamine ammonia-lyase large subunit
OPGKPABH_03962	CDS	1404	eutA			Ethanolamine ammonia-lyase reactivase EutA
OPGKPABH_03963	CDS	1227	eutH			putative ethanolamine permease EutH
OPGKPABH_03964	CDS	1188	eutG	1.1.1.1		putative alcohol dehydrogenase EutG
OPGKPABH_03965	CDS	840	eutJ			Ethanolamine utilization protein EutJ
OPGKPABH_03966	CDS	1404	eutE	1.2.1.10		Acetaldehyde dehydrogenase (acetylating) EutE
OPGKPABH_03967	CDS	288	eutN			Bacterial microcompartment shell vertex protein EutN
OPGKPABH_03968	CDS	291	eutM			Bacterial microcompartment shell protein EutM
OPGKPABH_03969	CDS	1017	eutD	2.3.1.8		Phosphate acetyltransferase EutD
OPGKPABH_03970	CDS	804	eutT	2.5.1.154		Corrinoid adenosyltransferase EutT
OPGKPABH_03971	CDS	690	eutQ	2.7.2.1		Acetate kinase EutQ
OPGKPABH_03972	CDS	480	eutP	2.7.2.1		putative acetate kinase EutP
OPGKPABH_03973	CDS	336	eutS			Bacterial microcompartment shell protein EutS
OPGKPABH_03974	CDS	2280	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
OPGKPABH_03975	CDS	951	talB_2	2.2.1.2	COG0176	Transaldolase B
OPGKPABH_03976	CDS	2001	tktB	2.2.1.1	COG0021	Transketolase 2
OPGKPABH_03977	CDS	231				hypothetical protein
OPGKPABH_03978	CDS	1044				hypothetical protein
OPGKPABH_03979	CDS	576	nudK	3.6.1.-	COG0494	GDP-mannose pyrophosphatase
OPGKPABH_03980	CDS	1299	yfeW	3.4.16.4	COG1680	Putative D-alanyl-D-alanine carboxypeptidase
OPGKPABH_03981	CDS	1962	aegA_3		COG0493	Putative oxidoreductase AegA
OPGKPABH_03982	CDS	1701	narQ	2.7.13.3	COG3850	Nitrate/nitrite sensor protein NarQ
OPGKPABH_03983	CDS	3114	acrB_2			multidrug efflux RND transporter permease subunit AcrB
OPGKPABH_03984	CDS	357	yffB		COG1393	Protein YffB
OPGKPABH_03985	CDS	1128	dapE	3.5.1.18		Succinyl-diaminopimelate desuccinylase
OPGKPABH_03986	CDS	201				hypothetical protein
OPGKPABH_03987	CDS	2019	tmcA	2.3.1.193	COG1444	tRNA(Met) cytidine acetyltransferase TmcA
OPGKPABH_03988	CDS	864			COG2321	putative protein
OPGKPABH_03989	CDS	714	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
OPGKPABH_03990	CDS	1035	bamC		COG3317	Outer membrane protein assembly factor BamC
OPGKPABH_03991	CDS	879	dapA	4.3.3.7		4-hydroxy-tetrahydrodipicolinate synthase
OPGKPABH_03992	CDS	573	gcvR		COG2716	Glycine cleavage system transcriptional repressor
OPGKPABH_03993	CDS	471	bcp	1.11.1.24	COG1225	Peroxiredoxin Bcp
OPGKPABH_03994	CDS	1140	garK_3	2.7.1.165	COG1929	Glycerate 2-kinase
OPGKPABH_03995	CDS	1269	gntP		COG2610	High-affinity gluconate transporter
OPGKPABH_03996	CDS	1182	cdaR_2		COG3835	Carbohydrate diacid regulator
OPGKPABH_03997	CDS	1068				hypothetical protein
OPGKPABH_03998	CDS	1464	bepA	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
OPGKPABH_03999	CDS	360	yfgD		COG1393	putative protein YfgD
OPGKPABH_04000	CDS	726	hda		COG0593	DnaA regulatory inactivator Hda
OPGKPABH_04001	CDS	1290	uraA		COG2233	Uracil permease
OPGKPABH_04002	CDS	627	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
OPGKPABH_04003	CDS	1038	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
OPGKPABH_04004	CDS	639	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
OPGKPABH_04005	CDS	2067	ppk	2.7.4.1	COG0855	Polyphosphate kinase
OPGKPABH_04006	CDS	1542	ppx	3.6.1.11	COG0248	Exopolyphosphatase
OPGKPABH_04007	CDS	2214	pdeF	3.1.4.52	COG2200	Cyclic di-GMP phosphodiesterase PdeF
OPGKPABH_04008	CDS	192	yfgG			Protein YfgG
OPGKPABH_04009	CDS	315				hypothetical protein
OPGKPABH_04010	CDS	291				hypothetical protein
OPGKPABH_04011	CDS	1578	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
OPGKPABH_04012	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
OPGKPABH_04013	CDS	1350	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
OPGKPABH_04014	CDS	3279				hypothetical protein
OPGKPABH_04015	CDS	1422				hypothetical protein
OPGKPABH_04016	CDS	741				hypothetical protein
OPGKPABH_04017	CDS	567				hypothetical protein
OPGKPABH_04018	CDS	312				hypothetical protein
OPGKPABH_04019	CDS	363	traA			Pilin
OPGKPABH_04020	CDS	228	traY			Relaxosome protein TraY
OPGKPABH_04021	CDS	687	traJ			Protein TraJ
OPGKPABH_04022	CDS	381	traM			Relaxosome protein TraM
OPGKPABH_04023	CDS	471				hypothetical protein
OPGKPABH_04024	CDS	291				hypothetical protein
OPGKPABH_04025	CDS	270				hypothetical protein
OPGKPABH_04026	CDS	159				hypothetical protein
OPGKPABH_04027	CDS	660				hypothetical protein
OPGKPABH_04028	CDS	1752				hypothetical protein
OPGKPABH_04029	CDS	423	umuD_2	3.4.21.-	COG1974	Protein UmuD
OPGKPABH_04030	CDS	1275	umuC_2		COG0389	Protein UmuC
OPGKPABH_04031	CDS	975	virB			Virulence regulon transcriptional activator VirB
OPGKPABH_04032	CDS	1206	parA			Plasmid partition protein A
OPGKPABH_04033	CDS	942				ISNCY family transposase ISSen7
OPGKPABH_04034	CDS	606				hypothetical protein
OPGKPABH_04035	CDS	336				hypothetical protein
OPGKPABH_04036	CDS	510				hypothetical protein
OPGKPABH_04037	CDS	1116				hypothetical protein
OPGKPABH_04038	CDS	489				hypothetical protein
OPGKPABH_04039	CDS	741				hypothetical protein
OPGKPABH_04040	CDS	561	hin_3			DNA-invertase hin
OPGKPABH_04041	CDS	1665				hypothetical protein
OPGKPABH_04042	CDS	969				IS481 family transposase ISAzs36
OPGKPABH_04043	CDS	1038				IS630 family transposase ISEc33
OPGKPABH_04044	CDS	132				hypothetical protein
OPGKPABH_04045	CDS	894	mkaC			Virulence genes transcriptional activator
OPGKPABH_04046	CDS	165				hypothetical protein
OPGKPABH_04047	CDS	768	mkaB			28.1 kDa virulence protein
OPGKPABH_04048	CDS	213				hypothetical protein
OPGKPABH_04049	CDS	1776	spvB			SPI-2 type III secretion system effector NAD(+)--protein-arginine ADP-ribosyltransferase SpvB
OPGKPABH_04050	CDS	726	spvC	4.2.3.-		MAPK phosphothreonine lyase
OPGKPABH_04051	CDS	651	vsdE			Virulence protein vsdE
OPGKPABH_04052	CDS	426	tnpA		COG1943	ISDra2 transposase TnpA
OPGKPABH_04053	CDS	351				IS200/IS605 family transposase ISEc46
OPGKPABH_04054	CDS	561	yeeJ		COG1388	Inverse autotransporter adhesin YeeJ
OPGKPABH_04055	CDS	288				hypothetical protein
OPGKPABH_04056	CDS	486				hypothetical protein
OPGKPABH_04057	CDS	489				hypothetical protein
OPGKPABH_04058	CDS	714	pdeL	3.1.4.52	COG2200	Cyclic di-GMP phosphodiesterase PdeL
OPGKPABH_04059	CDS	783	xerC_3			Tyrosine recombinase XerC
OPGKPABH_04060	CDS	522				hypothetical protein
OPGKPABH_04061	CDS	291				hypothetical protein
OPGKPABH_04062	CDS	306	ccdB			Toxin CcdB
OPGKPABH_04063	CDS	219	ccdA		COG5302	Antitoxin CcdA
OPGKPABH_04064	CDS	231				hypothetical protein
OPGKPABH_04065	CDS	417	vapC_2	3.1.-.-		tRNA(fMet)-specific endonuclease VapC
OPGKPABH_04066	CDS	744				hypothetical protein
OPGKPABH_04067	CDS	1119	pifC			Transcriptional repressor PifC
OPGKPABH_04068	CDS	2244				hypothetical protein
OPGKPABH_04069	CDS	900				hypothetical protein
OPGKPABH_04070	CDS	291				hypothetical protein
OPGKPABH_04071	CDS	489				hypothetical protein
OPGKPABH_04072	CDS	231				hypothetical protein
OPGKPABH_04073	CDS	990	repB			RepFIB replication protein A
OPGKPABH_04074	CDS	387	ygiW_3		COG3111	Protein YgiW
OPGKPABH_04075	CDS	303	papB			Major pilu subunit operon regulatory protein PapB
OPGKPABH_04076	CDS	519				hypothetical protein
OPGKPABH_04077	CDS	2409	fimD_4		COG3188	Outer membrane usher protein FimD
OPGKPABH_04078	CDS	693	faeE			Chaperone protein FaeE
OPGKPABH_04079	CDS	558				hypothetical protein
OPGKPABH_04080	CDS	909				hypothetical protein
OPGKPABH_04081	CDS	657	dsbA_2			Thiol:disulfide interchange protein DsbA
OPGKPABH_04082	CDS	213				hypothetical protein
OPGKPABH_04083	CDS	336	rcsB_2			Transcriptional regulatory protein RcsB
OPGKPABH_04084	CDS	156				hypothetical protein
OPGKPABH_04085	CDS	846	carP			Calcium-regulated beta-propeller protein CarP
OPGKPABH_04086	CDS	558	ail_5			Attachment invasion locus protein
OPGKPABH_04087	CDS	591	gadX_2		COG2207	HTH-type transcriptional regulator GadX
OPGKPABH_04088	CDS	192				hypothetical protein
OPGKPABH_04089	CDS	870				hypothetical protein
OPGKPABH_04090	CDS	246				hypothetical protein
OPGKPABH_04091	CDS	312	pld	3.1.4.4		Phospholipase D
OPGKPABH_04092	CDS	174				hypothetical protein
OPGKPABH_04093	CDS	453				hypothetical protein
OPGKPABH_04094	CDS	564	finO			Fertility inhibition protein
OPGKPABH_04095	CDS	741				hypothetical protein
OPGKPABH_04096	CDS	5256	traI			Multifunctional conjugation protein TraI
OPGKPABH_04097	CDS	228	vapB_2			Antitoxin VapB
OPGKPABH_04098	CDS	399	vapC_3	3.1.-.-		tRNA(fMet)-specific endonuclease VapC
OPGKPABH_04099	CDS	2208	traD			Coupling protein TraD
OPGKPABH_04100	CDS	612				hypothetical protein
OPGKPABH_04101	CDS	732	ylpA			Lipoprotein YlpA
OPGKPABH_04102	CDS	312				hypothetical protein
OPGKPABH_04103	CDS	2820				hypothetical protein
OPGKPABH_04104	CDS	1383				hypothetical protein
OPGKPABH_04105	CDS	549				hypothetical protein
OPGKPABH_04106	CDS	294	traQ			Protein TraQ
OPGKPABH_04107	CDS	345				hypothetical protein
OPGKPABH_04108	CDS	753				hypothetical protein
OPGKPABH_04109	CDS	216				hypothetical protein
OPGKPABH_04110	CDS	477				hypothetical protein
OPGKPABH_04111	CDS	1878	traN			Mating pair stabilization protein TraN
OPGKPABH_04112	CDS	138				hypothetical protein
OPGKPABH_04113	CDS	630				hypothetical protein
OPGKPABH_04114	CDS	291				hypothetical protein
OPGKPABH_04115	CDS	993				hypothetical protein
OPGKPABH_04116	CDS	633				hypothetical protein
OPGKPABH_04117	CDS	387				hypothetical protein
OPGKPABH_04118	CDS	2649	traC			Protein TraC
OPGKPABH_04119	CDS	384				hypothetical protein
OPGKPABH_04120	CDS	468				hypothetical protein
OPGKPABH_04121	CDS	222	traR			Protein TraR
OPGKPABH_04122	CDS	516	traV			Protein TraV
OPGKPABH_04123	CDS	216				hypothetical protein
OPGKPABH_04124	CDS	423				hypothetical protein
OPGKPABH_04125	tRNA	76				tRNA-Asp(gtc)
OPGKPABH_04126	tRNA	76				tRNA-Trp(cca)
OPGKPABH_04127	CDS	837	hdfR_2			HTH-type transcriptional regulator HdfR
OPGKPABH_04128	CDS	339	maoP		COG3085	Macrodomain Ori protein
OPGKPABH_04129	CDS	1521	comM		COG0606	Competence protein ComM
OPGKPABH_04130	CDS	1647	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
OPGKPABH_04131	CDS	264	ilvM	2.2.1.6	COG3978	Acetolactate synthase isozyme 2 small subunit
OPGKPABH_04132	CDS	930	ilvE	2.6.1.42		Branched-chain-amino-acid aminotransferase
OPGKPABH_04133	CDS	1851	ilvD_2	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
OPGKPABH_04134	CDS	1545	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
OPGKPABH_04135	CDS	342				hypothetical protein
OPGKPABH_04136	CDS	888	gltC_2		COG0583	Transcriptional dual regulator GltC
OPGKPABH_04137	CDS	1476	ilvC	1.1.1.86		Ketol-acid reductoisomerase (NADP(+))
OPGKPABH_04138	CDS	282	ppiC	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
OPGKPABH_04139	CDS	2025	rep	5.6.2.4	COG0210	ATP-dependent DNA helicase Rep
OPGKPABH_04140	CDS	1482	gppA	3.6.1.40	COG0248	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
OPGKPABH_04141	CDS	1266	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
OPGKPABH_04142	CDS	330	trxA		COG3118	Thioredoxin 1
OPGKPABH_04143	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
OPGKPABH_04144	CDS	1104	wecA	2.7.8.33	COG0472	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
OPGKPABH_04145	CDS	1047	wzzE		COG3765	ECA polysaccharide chain length modulation protein
OPGKPABH_04146	CDS	1086	wecB	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
OPGKPABH_04147	CDS	1263	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
OPGKPABH_04148	CDS	1068	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
OPGKPABH_04149	CDS	882	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
OPGKPABH_04150	CDS	678	wecD	2.3.1.210	COG0456	dTDP-fucosamine acetyltransferase
OPGKPABH_04151	CDS	1131	wecE	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
OPGKPABH_04152	CDS	1251	wzxE		COG2244	Lipid III flippase
OPGKPABH_04153	CDS	1080	wecF	2.4.1.325	COG0554	TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
OPGKPABH_04154	CDS	1359	wzyE			putative ECA polymerase
OPGKPABH_04155	CDS	741	wecG	2.4.1.180	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase
OPGKPABH_04156	CDS	1386	thrP		COG1113	Threonine/serine transporter ThrP
OPGKPABH_04157	tRNA	77				tRNA-Arg(ccg)
OPGKPABH_04158	tRNA	76				tRNA-His(gtg)
OPGKPABH_04159	tRNA	87				tRNA-Leu(cag)
OPGKPABH_04160	tRNA	77				tRNA-Pro(tgg)
OPGKPABH_04161	CDS	1200	hemY		COG3071	Protein HemY
OPGKPABH_04162	CDS	1170	hemX		COG2959	Protein HemX
OPGKPABH_04163	CDS	741	hemD	4.2.1.75		Uroporphyrinogen-III synthase
OPGKPABH_04164	CDS	963	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
OPGKPABH_04165	CDS	2547	cyaA			adenylate cyclase CyaA
OPGKPABH_04166	CDS	321	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
OPGKPABH_04167	CDS	390				hypothetical protein
OPGKPABH_04168	CDS	93				hypothetical protein
OPGKPABH_04169	CDS	252				hypothetical protein
OPGKPABH_04170	CDS	204	lptM		COG5567	LPS-assembly lipoprotein LptM
OPGKPABH_04171	CDS	825	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
OPGKPABH_04172	CDS	708				hypothetical protein
OPGKPABH_04173	CDS	903	xerC_4		COG4973	Tyrosine recombinase XerC
OPGKPABH_04174	CDS	717	yigB	3.1.3.104	COG1011	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
OPGKPABH_04175	CDS	2163	uvrD	5.6.2.4	COG0210	DNA helicase II
OPGKPABH_04176	CDS	951	corA			Magnesium transport protein CorA
OPGKPABH_04177	CDS	381				hypothetical protein
OPGKPABH_04178	CDS	459	yigG			Inner membrane protein YigG
OPGKPABH_04179	CDS	885	rarD_2		COG2962	Protein RarD
OPGKPABH_04180	CDS	468	yigI	3.1.2.20	COG2050	Medium/long-chain acyl-CoA thioesterase YigI
OPGKPABH_04181	CDS	870	pldA	3.1.1.32	COG2829	Phospholipase A1
OPGKPABH_04182	CDS	1848	recQ	5.6.2.4	COG0514	ATP-dependent DNA helicase RecQ
OPGKPABH_04183	CDS	621	rhtC_2		COG1280	Threonine efflux protein
OPGKPABH_04184	CDS	621	rhtB		COG1280	Homoserine/homoserine lactone efflux protein
OPGKPABH_04185	CDS	1017	pldB	3.1.1.5	COG2267	Lysophospholipase L2
OPGKPABH_04186	CDS	801	yigL	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
OPGKPABH_04187	CDS	900	bioP		COG0697	Biotin transporter
OPGKPABH_04188	CDS	954	metR		COG0583	HTH-type transcriptional regulator MetR
OPGKPABH_04189	CDS	2265	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
OPGKPABH_04190	CDS	1296	chuR_3	1.1.98.7	COG0641	Serine-type anaerobic sulfatase-maturating enzyme
OPGKPABH_04191	CDS	813				hypothetical protein
OPGKPABH_04192	CDS	762	udp	2.4.2.3		Uridine phosphorylase
OPGKPABH_04193	CDS	1431				hypothetical protein
OPGKPABH_04194	CDS	756	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
OPGKPABH_04195	CDS	606	ubiJ		COG3165	Ubiquinone biosynthesis accessory factor UbiJ
OPGKPABH_04196	CDS	1641	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
OPGKPABH_04197	CDS	255	tatA		COG1826	Sec-independent protein translocase protein TatA
OPGKPABH_04198	CDS	549	tatB		COG1826	Sec-independent protein translocase protein TatB
OPGKPABH_04199	CDS	780	tatC		COG0805	Sec-independent protein translocase protein TatC
OPGKPABH_04200	CDS	795	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
OPGKPABH_04201	CDS	489	rfaH		COG0250	Transcription antitermination protein RfaH
OPGKPABH_04202	CDS	1479	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
OPGKPABH_04203	CDS	702	fre	1.5.1.41		NAD(P)H-flavin reductase
OPGKPABH_04204	CDS	1824	assT_3	2.8.2.22		Arylsulfate sulfotransferase AssT
OPGKPABH_04205	CDS	1164	fadA	2.3.1.16		3-ketoacyl-CoA thiolase
OPGKPABH_04206	CDS	2190	fadB		COG1024	Fatty acid oxidation complex subunit alpha
OPGKPABH_04207	CDS	1332	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
